,away_score,away_team,day,dayofweek,game_date,home_score,home_team,loc_abbr,location,margin,month,overtime,overtime_count,season,winner,year
0,105,Indiana,12,Friday,1979-10-12,114,Detroit,Det,Detroit,9,10,False,0,1979-80,home,1979
1,106,Houston,12,Friday,1979-10-12,114,Boston,Bos,Boston,8,10,False,0,1979-80,home,1979
2,103,LA Lakers,12,Friday,1979-10-12,102,San Diego,SD,LA Lakers,1,10,False,0,1979-80,away,1979
3,103,Milwaukee,12,Friday,1979-10-12,105,Kansas City,KC,Kansas City,2,10,False,0,1979-80,home,1979
4,95,Cleveland,12,Friday,1979-10-12,102,New Jersey,NJ,New Jersey,7,10,False,0,1979-80,home,1979
5,85,Utah,12,Friday,1979-10-12,101,Portland,Por,Portland,16,10,False,0,1979-80,home,1979
6,93,Philadelphia,12,Friday,1979-10-12,92,Was Bullets,WsB,Philadelphia,1,10,False,0,1979-80,away,1979
7,104,New York,12,Friday,1979-10-12,121,Atlanta,Atl,Atlanta,17,10,False,0,1979-80,home,1979
8,89,Golden State,12,Friday,1979-10-12,97,Phoenix,Pho,Phoenix,8,10,False,0,1979-80,home,1979
9,105,Houston,13,Saturday,1979-10-13,113,Philadelphia,Phi,Philadelphia,8,10,False,0,1979-80,home,1979
10,125,Milwaukee,13,Saturday,1979-10-13,96,Denver,Den,Milwaukee,29,10,False,0,1979-80,away,1979
11,101,Atlanta,13,Saturday,1979-10-13,115,Indiana,Ind,Indiana,14,10,False,0,1979-80,home,1979
12,102,Chicago,13,Saturday,1979-10-13,96,Golden State,GS,Chicago,6,10,True,1,1979-80,away,1979
13,139,Boston,13,Saturday,1979-10-13,117,Cleveland,Cle,Boston,22,10,False,0,1979-80,away,1979
14,112,Detroit,13,Saturday,1979-10-13,110,San Antonio,SA,Detroit,2,10,False,0,1979-80,away,1979
15,118,Was Bullets,13,Saturday,1979-10-13,125,New York,NY,New York,7,10,True,1,1979-80,home,1979
16,102,Chicago,14,Sunday,1979-10-14,112,Phoenix,Pho,Phoenix,10,10,False,0,1979-80,home,1979
17,93,Seattle,14,Sunday,1979-10-14,98,San Diego,SD,San Diego,5,10,False,0,1979-80,home,1979
18,93,Denver,14,Sunday,1979-10-14,109,Portland,Por,Portland,16,10,False,0,1979-80,home,1979
19,131,Milwaukee,15,Monday,1979-10-15,107,Utah,Uta,Milwaukee,24,10,False,0,1979-80,away,1979
20,121,Houston,16,Tuesday,1979-10-16,126,New York,NY,New York,5,10,False,0,1979-80,home,1979
21,118,San Antonio,16,Tuesday,1979-10-16,116,Atlanta,Atl,San Antonio,2,10,False,0,1979-80,away,1979
22,100,New Jersey,16,Tuesday,1979-10-16,113,Indiana,Ind,Indiana,13,10,False,0,1979-80,home,1979
23,86,Seattle,16,Tuesday,1979-10-16,102,Phoenix,Pho,Phoenix,16,10,False,0,1979-80,home,1979
24,81,San Diego,16,Tuesday,1979-10-16,88,Portland,Por,Portland,7,10,False,0,1979-80,home,1979
25,96,Chicago,16,Tuesday,1979-10-16,105,LA Lakers,LAL,LA Lakers,9,10,False,0,1979-80,home,1979
26,117,Detroit,16,Tuesday,1979-10-16,137,Cleveland,Cle,Cleveland,20,10,False,0,1979-80,home,1979
27,108,Golden State,16,Tuesday,1979-10-16,106,Denver,Den,Golden State,2,10,False,0,1979-80,away,1979
28,107,Golden State,17,Wednesday,1979-10-17,94,Kansas City,KC,Golden State,13,10,False,0,1979-80,away,1979
29,97,Atlanta,17,Wednesday,1979-10-17,100,Was Bullets,WsB,Was Bullets,3,10,False,0,1979-80,home,1979
30,110,LA Lakers,17,Wednesday,1979-10-17,112,Seattle,Sea,Seattle,2,10,False,0,1979-80,home,1979
31,112,Indiana,17,Wednesday,1979-10-17,116,Houston,Hou,Houston,4,10,False,0,1979-80,home,1979
32,108,Cleveland,17,Wednesday,1979-10-17,127,Boston,Bos,Boston,19,10,False,0,1979-80,home,1979
33,97,Denver,17,Wednesday,1979-10-17,125,Milwaukee,Mil,Milwaukee,28,10,False,0,1979-80,home,1979
34,113,Philadelphia,17,Wednesday,1979-10-17,88,New Jersey,NJ,Philadelphia,25,10,False,0,1979-80,away,1979
35,107,Chicago,18,Thursday,1979-10-18,111,San Diego,SD,San Diego,4,10,False,0,1979-80,home,1979
36,107,Portland,18,Thursday,1979-10-18,92,Utah,Uta,Portland,15,10,False,0,1979-80,away,1979
37,85,Indiana,18,Thursday,1979-10-18,115,Atlanta,Atl,Atlanta,30,10,False,0,1979-80,home,1979
38,115,New York,18,Thursday,1979-10-18,129,Detroit,Det,Detroit,14,10,False,0,1979-80,home,1979
39,134,San Antonio,18,Thursday,1979-10-18,141,Cleveland,Cle,Cleveland,7,10,False,0,1979-80,home,1979
40,94,Phoenix,19,Friday,1979-10-19,95,Milwaukee,Mil,Milwaukee,1,10,False,0,1979-80,home,1979
41,93,Was Bullets,19,Friday,1979-10-19,130,Boston,Bos,Boston,37,10,False,0,1979-80,home,1979
42,98,San Diego,19,Friday,1979-10-19,106,Seattle,Sea,Seattle,8,10,False,0,1979-80,home,1979
43,99,Portland,19,Friday,1979-10-19,82,LA Lakers,LAL,Portland,17,10,False,0,1979-80,away,1979
44,111,New York,19,Friday,1979-10-19,106,New Jersey,NJ,New York,5,10,False,0,1979-80,away,1979
45,104,Detroit,19,Friday,1979-10-19,112,Philadelphia,Phi,Philadelphia,8,10,False,0,1979-80,home,1979
46,107,Kansas City,19,Friday,1979-10-19,84,Denver,Den,Kansas City,23,10,False,0,1979-80,away,1979
47,102,Atlanta,20,Saturday,1979-10-20,107,Houston,Hou,Houston,5,10,False,0,1979-80,home,1979
48,128,Boston,20,Saturday,1979-10-20,131,Indiana,Ind,Indiana,3,10,True,1,1979-80,home,1979
49,106,Detroit,20,Saturday,1979-10-20,117,Was Bullets,WsB,Was Bullets,11,10,False,0,1979-80,home,1979
50,104,Phoenix,20,Saturday,1979-10-20,116,Chicago,Chi,Chicago,12,10,False,0,1979-80,home,1979
51,127,Cleveland,20,Saturday,1979-10-20,129,San Antonio,SA,San Antonio,2,10,False,0,1979-80,home,1979
52,136,Philadelphia,20,Saturday,1979-10-20,111,New York,NY,Philadelphia,25,10,False,0,1979-80,away,1979
53,96,Utah,20,Saturday,1979-10-20,101,Golden State,GS,Golden State,5,10,False,0,1979-80,home,1979
54,74,Golden State,21,Sunday,1979-10-21,91,Portland,Por,Portland,17,10,False,0,1979-80,home,1979
55,85,Phoenix,21,Sunday,1979-10-21,122,Kansas City,KC,Kansas City,37,10,False,0,1979-80,home,1979
56,111,Chicago,21,Sunday,1979-10-21,113,Milwaukee,Mil,Milwaukee,2,10,False,0,1979-80,home,1979
57,97,Seattle,21,Sunday,1979-10-21,106,LA Lakers,LAL,LA Lakers,9,10,False,0,1979-80,home,1979
58,109,San Diego,22,Monday,1979-10-22,110,Utah,Uta,Utah,1,10,False,0,1979-80,home,1979
59,127,Denver,23,Tuesday,1979-10-23,132,San Diego,SD,San Diego,5,10,False,0,1979-80,home,1979
60,121,Atlanta,23,Tuesday,1979-10-23,111,Cleveland,Cle,Atlanta,10,10,False,0,1979-80,away,1979
61,114,Milwaukee,23,Tuesday,1979-10-23,108,Phoenix,Pho,Milwaukee,6,10,False,0,1979-80,away,1979
62,103,New Jersey,23,Tuesday,1979-10-23,108,Chicago,Chi,Chicago,5,10,False,0,1979-80,home,1979
63,112,Indiana,23,Tuesday,1979-10-23,136,New York,NY,New York,24,10,False,0,1979-80,home,1979
64,87,Utah,23,Tuesday,1979-10-23,102,LA Lakers,LAL,LA Lakers,15,10,False,0,1979-80,home,1979
65,120,Boston,23,Tuesday,1979-10-23,129,San Antonio,SA,San Antonio,9,10,False,0,1979-80,home,1979
66,88,Kansas City,23,Tuesday,1979-10-23,90,Portland,Por,Portland,2,10,False,0,1979-80,home,1979
67,110,Phoenix,24,Wednesday,1979-10-24,108,Golden State,GS,Phoenix,2,10,True,1,1979-80,away,1979
68,103,Was Bullets,24,Wednesday,1979-10-24,104,Detroit,Det,Detroit,1,10,False,0,1979-80,home,1979
69,88,Portland,24,Wednesday,1979-10-24,87,Denver,Den,Portland,1,10,False,0,1979-80,away,1979
70,118,Cleveland,24,Wednesday,1979-10-24,128,Atlanta,Atl,Atlanta,10,10,False,0,1979-80,home,1979
71,92,Kansas City,24,Wednesday,1979-10-24,105,Seattle,Sea,Seattle,13,10,False,0,1979-80,home,1979
72,100,Boston,24,Wednesday,1979-10-24,99,Houston,Hou,Boston,1,10,False,0,1979-80,away,1979
73,110,Indiana,24,Wednesday,1979-10-24,132,Philadelphia,Phi,Philadelphia,22,10,False,0,1979-80,home,1979
74,118,Milwaukee,25,Thursday,1979-10-25,115,San Diego,SD,Milwaukee,3,10,False,0,1979-80,away,1979
75,105,Chicago,25,Thursday,1979-10-25,113,Utah,Uta,Utah,8,10,False,0,1979-80,home,1979
76,93,Chicago,26,Friday,1979-10-26,95,Portland,Por,Portland,2,10,False,0,1979-80,home,1979
77,94,Atlanta,26,Friday,1979-10-26,90,New Jersey,NJ,Atlanta,4,10,False,0,1979-80,away,1979
78,116,New York,26,Friday,1979-10-26,127,Philadelphia,Phi,Philadelphia,11,10,False,0,1979-80,home,1979
79,104,Kansas City,26,Friday,1979-10-26,116,LA Lakers,LAL,LA Lakers,12,10,False,0,1979-80,home,1979
80,129,San Antonio,26,Friday,1979-10-26,113,Detroit,Det,San Antonio,16,10,False,0,1979-80,away,1979
81,108,Was Bullets,26,Friday,1979-10-26,118,Indiana,Ind,Indiana,10,10,False,0,1979-80,home,1979
82,92,Phoenix,26,Friday,1979-10-26,86,Seattle,Sea,Phoenix,6,10,False,0,1979-80,away,1979
83,95,Kansas City,27,Saturday,1979-10-27,101,Golden State,GS,Golden State,6,10,False,0,1979-80,home,1979
84,105,Seattle,27,Saturday,1979-10-27,110,San Diego,SD,San Diego,5,10,False,0,1979-80,home,1979
85,92,New Jersey,27,Saturday,1979-10-27,94,New York,NY,New York,2,10,False,0,1979-80,home,1979
86,96,Utah,27,Saturday,1979-10-27,116,Denver,Den,Denver,20,10,False,0,1979-80,home,1979
87,112,Philadelphia,27,Saturday,1979-10-27,106,Cleveland,Cle,Philadelphia,6,10,False,0,1979-80,away,1979
88,118,Detroit,27,Saturday,1979-10-27,132,Milwaukee,Mil,Milwaukee,14,10,False,0,1979-80,home,1979
89,100,Boston,27,Saturday,1979-10-27,95,Atlanta,Atl,Boston,5,10,False,0,1979-80,away,1979
90,121,Indiana,27,Saturday,1979-10-27,128,San Antonio,SA,San Antonio,7,10,False,0,1979-80,home,1979
91,106,Kansas City,28,Sunday,1979-10-28,101,San Diego,SD,Kansas City,5,10,False,0,1979-80,away,1979
92,97,Chicago,28,Sunday,1979-10-28,108,Seattle,Sea,Seattle,11,10,False,0,1979-80,home,1979
93,115,Houston,28,Sunday,1979-10-28,120,New Jersey,NJ,New Jersey,5,10,False,0,1979-80,home,1979
94,90,Golden State,28,Sunday,1979-10-28,97,LA Lakers,LAL,LA Lakers,7,10,False,0,1979-80,home,1979
95,89,Phoenix,28,Sunday,1979-10-28,88,Portland,Por,Phoenix,1,10,False,0,1979-80,away,1979
96,109,San Antonio,30,Tuesday,1979-10-30,142,Phoenix,Pho,Phoenix,33,10,False,0,1979-80,home,1979
97,112,New York,30,Tuesday,1979-10-30,121,Denver,Den,Denver,9,10,False,0,1979-80,home,1979
98,112,Houston,30,Tuesday,1979-10-30,124,Cleveland,Cle,Cleveland,12,10,False,0,1979-80,home,1979
99,111,LA Lakers,30,Tuesday,1979-10-30,105,Chicago,Chi,LA Lakers,6,10,False,0,1979-80,away,1979
100,116,Boston,31,Wednesday,1979-10-31,79,New Jersey,NJ,Boston,37,10,False,0,1979-80,away,1979
101,97,Philadelphia,31,Wednesday,1979-10-31,102,Atlanta,Atl,Atlanta,5,10,False,0,1979-80,home,1979
102,89,Denver,31,Wednesday,1979-10-31,97,Seattle,Sea,Seattle,8,10,False,0,1979-80,home,1979
103,105,Cleveland,31,Wednesday,1979-10-31,114,Was Bullets,WsB,Was Bullets,9,10,False,0,1979-80,home,1979
104,130,San Antonio,31,Wednesday,1979-10-31,123,San Diego,SD,San Antonio,7,10,False,0,1979-80,away,1979
105,106,LA Lakers,31,Wednesday,1979-10-31,110,Milwaukee,Mil,Milwaukee,4,10,False,0,1979-80,home,1979
106,129,Houston,31,Wednesday,1979-10-31,133,Indiana,Ind,Indiana,4,10,True,1,1979-80,home,1979
107,108,Utah,31,Wednesday,1979-10-31,125,Kansas City,KC,Kansas City,17,10,False,0,1979-80,home,1979
108,106,Portland,31,Wednesday,1979-10-31,111,Golden State,GS,Golden State,5,10,False,0,1979-80,home,1979
109,127,Cleveland,1,Thursday,1979-11-01,125,Detroit,Det,Cleveland,2,11,False,0,1979-80,away,1979
110,134,New York,1,Thursday,1979-11-01,118,Utah,Uta,New York,16,11,False,0,1979-80,away,1979
111,85,Atlanta,2,Friday,1979-11-02,81,Philadelphia,Phi,Atlanta,4,11,False,0,1979-80,away,1979
112,107,San Antonio,2,Friday,1979-11-02,117,Seattle,Sea,Seattle,10,11,False,0,1979-80,home,1979
113,93,Indiana,2,Friday,1979-11-02,115,New Jersey,NJ,New Jersey,22,11,False,0,1979-80,home,1979
114,99,Chicago,2,Friday,1979-11-02,113,Denver,Den,Denver,14,11,False,0,1979-80,home,1979
115,123,Portland,2,Friday,1979-11-02,102,San Diego,SD,Portland,21,11,False,0,1979-80,away,1979
116,110,Phoenix,2,Friday,1979-11-02,112,LA Lakers,LAL,LA Lakers,2,11,False,0,1979-80,home,1979
117,112,New York,2,Friday,1979-11-02,111,Kansas City,KC,New York,1,11,False,0,1979-80,away,1979
118,109,Utah,3,Saturday,1979-11-03,126,San Diego,SD,San Diego,17,11,False,0,1979-80,home,1979
119,120,Philadelphia,3,Saturday,1979-11-03,114,Indiana,Ind,Philadelphia,6,11,True,2,1979-80,away,1979
120,136,Milwaukee,3,Saturday,1979-11-03,134,Chicago,Chi,Milwaukee,2,11,True,1,1979-80,away,1979
121,110,Kansas City,3,Saturday,1979-11-03,123,Cleveland,Cle,Cleveland,13,11,False,0,1979-80,home,1979
122,114,Houston,3,Saturday,1979-11-03,111,Detroit,Det,Houston,3,11,False,0,1979-80,away,1979
123,103,Denver,3,Saturday,1979-11-03,130,Golden State,GS,Golden State,27,11,False,0,1979-80,home,1979
124,118,Boston,3,Saturday,1979-11-03,97,Was Bullets,WsB,Boston,21,11,False,0,1979-80,away,1979
125,107,New Jersey,3,Saturday,1979-11-03,110,Atlanta,Atl,Atlanta,3,11,False,0,1979-80,home,1979
126,98,Kansas City,4,Sunday,1979-11-04,101,New Jersey,NJ,New Jersey,3,11,False,0,1979-80,home,1979
127,124,San Antonio,4,Sunday,1979-11-04,127,Portland,Por,Portland,3,11,True,1,1979-80,home,1979
128,114,Seattle,4,Sunday,1979-11-04,101,Milwaukee,Mil,Seattle,13,11,False,0,1979-80,away,1979
129,118,Philadelphia,6,Tuesday,1979-11-06,117,Milwaukee,Mil,Philadelphia,1,11,True,1,1979-80,away,1979
130,114,Seattle,6,Tuesday,1979-11-06,97,Chicago,Chi,Seattle,17,11,False,0,1979-80,away,1979
131,112,San Diego,6,Tuesday,1979-11-06,127,LA Lakers,LAL,LA Lakers,15,11,False,0,1979-80,home,1979
132,95,New Jersey,6,Tuesday,1979-11-06,108,San Antonio,SA,San Antonio,13,11,False,0,1979-80,home,1979
133,117,Indiana,6,Tuesday,1979-11-06,134,Cleveland,Cle,Cleveland,17,11,False,0,1979-80,home,1979
134,98,Atlanta,6,Tuesday,1979-11-06,96,New York,NY,Atlanta,2,11,False,0,1979-80,away,1979
135,120,Phoenix,6,Tuesday,1979-11-06,107,Utah,Uta,Phoenix,13,11,False,0,1979-80,away,1979
136,90,Portland,7,Wednesday,1979-11-07,97,Indiana,Ind,Indiana,7,11,False,0,1979-80,home,1979
137,101,New Jersey,7,Wednesday,1979-11-07,106,Houston,Hou,Houston,5,11,False,0,1979-80,home,1979
138,105,San Antonio,7,Wednesday,1979-11-07,117,Boston,Bos,Boston,12,11,False,0,1979-80,home,1979
139,109,LA Lakers,7,Wednesday,1979-11-07,126,Golden State,GS,Golden State,17,11,False,0,1979-80,home,1979
140,92,Seattle,7,Wednesday,1979-11-07,113,Denver,Den,Denver,21,11,False,0,1979-80,home,1979
141,115,Atlanta,7,Wednesday,1979-11-07,107,Detroit,Det,Atlanta,8,11,False,0,1979-80,away,1979
142,102,Kansas City,7,Wednesday,1979-11-07,110,Philadelphia,Phi,Philadelphia,8,11,False,0,1979-80,home,1979
143,114,San Diego,7,Wednesday,1979-11-07,102,Phoenix,Pho,San Diego,12,11,False,0,1979-80,away,1979
144,96,Denver,8,Thursday,1979-11-08,92,Utah,Uta,Denver,4,11,False,0,1979-80,away,1979
145,89,Portland,8,Thursday,1979-11-08,98,Milwaukee,Mil,Milwaukee,9,11,False,0,1979-80,home,1979
146,98,Philadelphia,9,Friday,1979-11-09,106,Detroit,Det,Detroit,8,11,False,0,1979-80,home,1979
147,106,Cleveland,9,Friday,1979-11-09,110,Phoenix,Pho,Phoenix,4,11,False,0,1979-80,home,1979
148,116,San Antonio,9,Friday,1979-11-09,125,Was Bullets,WsB,Was Bullets,9,11,False,0,1979-80,home,1979
149,122,Denver,9,Friday,1979-11-09,126,LA Lakers,LAL,LA Lakers,4,11,True,1,1979-80,home,1979
150,119,Kansas City,9,Friday,1979-11-09,127,Boston,Bos,Boston,8,11,False,0,1979-80,home,1979
151,92,San Diego,9,Friday,1979-11-09,107,Chicago,Chi,Chicago,15,11,False,0,1979-80,home,1979
152,104,San Diego,10,Saturday,1979-11-10,133,Milwaukee,Mil,Milwaukee,29,11,False,0,1979-80,home,1979
153,123,San Antonio,10,Saturday,1979-11-10,119,New York,NY,San Antonio,4,11,False,0,1979-80,away,1979
154,94,Boston,10,Saturday,1979-11-10,95,Philadelphia,Phi,Philadelphia,1,11,False,0,1979-80,home,1979
155,94,Portland,10,Saturday,1979-11-10,90,Chicago,Chi,Portland,4,11,False,0,1979-80,away,1979
156,104,Detroit,10,Saturday,1979-11-10,112,Houston,Hou,Houston,8,11,False,0,1979-80,home,1979
157,104,Indiana,10,Saturday,1979-11-10,101,Golden State,GS,Indiana,3,11,False,0,1979-80,away,1979
158,105,Was Bullets,10,Saturday,1979-11-10,109,Atlanta,Atl,Atlanta,4,11,False,0,1979-80,home,1979
159,88,Seattle,10,Saturday,1979-11-10,87,Utah,Uta,Seattle,1,11,False,0,1979-80,away,1979
160,112,Portland,11,Sunday,1979-11-11,109,Kansas City,KC,Portland,3,11,False,0,1979-80,away,1979
161,126,Cleveland,11,Sunday,1979-11-11,140,LA Lakers,LAL,LA Lakers,14,11,False,0,1979-80,home,1979
162,91,Denver,11,Sunday,1979-11-11,116,Phoenix,Pho,Phoenix,25,11,False,0,1979-80,home,1979
163,113,Indiana,12,Monday,1979-11-12,105,Utah,Uta,Indiana,8,11,True,1,1979-80,away,1979
164,103,Philadelphia,13,Tuesday,1979-11-13,110,Kansas City,KC,Kansas City,7,11,False,0,1979-80,home,1979
165,128,Houston,13,Tuesday,1979-11-13,127,Chicago,Chi,Houston,1,11,False,0,1979-80,away,1979
166,101,Milwaukee,13,Tuesday,1979-11-13,92,Portland,Por,Milwaukee,9,11,False,0,1979-80,away,1979
167,82,Atlanta,13,Tuesday,1979-11-13,101,New Jersey,NJ,New Jersey,19,11,False,0,1979-80,home,1979
168,137,LA Lakers,13,Tuesday,1979-11-13,91,San Diego,SD,LA Lakers,46,11,False,0,1979-80,away,1979
169,127,Golden State,13,Tuesday,1979-11-13,131,San Antonio,SA,San Antonio,4,11,True,1,1979-80,home,1979
170,110,Cleveland,13,Tuesday,1979-11-13,116,Denver,Den,Denver,6,11,False,0,1979-80,home,1979
171,111,Was Bullets,13,Tuesday,1979-11-13,107,New York,NY,Was Bullets,4,11,False,0,1979-80,away,1979
172,117,Milwaukee,14,Wednesday,1979-11-14,136,Seattle,Sea,Seattle,19,11,False,0,1979-80,home,1979
173,97,Utah,14,Wednesday,1979-11-14,108,Atlanta,Atl,Atlanta,11,11,False,0,1979-80,home,1979
174,111,Detroit,14,Wednesday,1979-11-14,115,Boston,Bos,Boston,4,11,False,0,1979-80,home,1979
175,92,Golden State,14,Wednesday,1979-11-14,133,Houston,Hou,Houston,41,11,False,0,1979-80,home,1979
176,100,Indiana,14,Wednesday,1979-11-14,104,Phoenix,Pho,Phoenix,4,11,False,0,1979-80,home,1979
177,105,Chicago,14,Wednesday,1979-11-14,118,Was Bullets,WsB,Was Bullets,13,11,False,0,1979-80,home,1979
178,108,LA Lakers,15,Thursday,1979-11-15,114,Kansas City,KC,Kansas City,6,11,False,0,1979-80,home,1979
179,132,New York,15,Thursday,1979-11-15,136,San Antonio,SA,San Antonio,4,11,False,0,1979-80,home,1979
180,102,Denver,15,Thursday,1979-11-15,120,Golden State,GS,Golden State,18,11,False,0,1979-80,home,1979
181,97,Chicago,16,Friday,1979-11-16,103,Kansas City,KC,Kansas City,6,11,False,0,1979-80,home,1979
182,130,New York,16,Friday,1979-11-16,133,Houston,Hou,Houston,3,11,False,0,1979-80,home,1979
183,106,San Antonio,16,Friday,1979-11-16,105,Philadelphia,Phi,San Antonio,1,11,False,0,1979-80,away,1979
184,97,Portland,16,Friday,1979-11-16,98,Phoenix,Pho,Phoenix,1,11,False,0,1979-80,home,1979
185,135,LA Lakers,16,Friday,1979-11-16,128,Denver,Den,LA Lakers,7,11,True,1,1979-80,away,1979
186,92,Was Bullets,16,Friday,1979-11-16,91,New Jersey,NJ,Was Bullets,1,11,False,0,1979-80,away,1979
187,100,Cleveland,16,Friday,1979-11-16,108,Seattle,Sea,Seattle,8,11,False,0,1979-80,home,1979
188,97,Indiana,16,Friday,1979-11-16,105,San Diego,SD,San Diego,8,11,False,0,1979-80,home,1979
189,97,Utah,16,Friday,1979-11-16,113,Boston,Bos,Boston,16,11,False,0,1979-80,home,1979
190,103,Utah,17,Saturday,1979-11-17,111,Was Bullets,WsB,Was Bullets,8,11,False,0,1979-80,home,1979
191,96,Cleveland,17,Saturday,1979-11-17,103,Portland,Por,Portland,7,11,False,0,1979-80,home,1979
192,103,Philadelphia,17,Saturday,1979-11-17,106,Chicago,Chi,Chicago,3,11,True,1,1979-80,home,1979
193,98,New Jersey,17,Saturday,1979-11-17,93,Detroit,Det,New Jersey,5,11,False,0,1979-80,away,1979
194,102,Houston,17,Saturday,1979-11-17,100,Atlanta,Atl,Houston,2,11,False,0,1979-80,away,1979
195,108,Seattle,17,Saturday,1979-11-17,103,Golden State,GS,Seattle,5,11,False,0,1979-80,away,1979
196,109,Boston,17,Saturday,1979-11-17,113,New York,NY,New York,4,11,False,0,1979-80,home,1979
197,109,Kansas City,18,Sunday,1979-11-18,92,Denver,Den,Kansas City,17,11,False,0,1979-80,away,1979
198,99,Golden State,18,Sunday,1979-11-18,95,Phoenix,Pho,Golden State,4,11,False,0,1979-80,away,1979
199,105,San Antonio,18,Sunday,1979-11-18,107,New Jersey,NJ,New Jersey,2,11,False,0,1979-80,home,1979
200,95,Seattle,18,Sunday,1979-11-18,100,Portland,Por,Portland,5,11,False,0,1979-80,home,1979
201,104,Indiana,18,Sunday,1979-11-18,127,LA Lakers,LAL,LA Lakers,23,11,False,0,1979-80,home,1979
202,96,Milwaukee,18,Sunday,1979-11-18,112,San Diego,SD,San Diego,16,11,False,0,1979-80,home,1979
203,99,LA Lakers,20,Tuesday,1979-11-20,114,Portland,Por,Portland,15,11,False,0,1979-80,home,1979
204,110,Phoenix,20,Tuesday,1979-11-20,117,San Diego,SD,San Diego,7,11,False,0,1979-80,home,1979
205,109,Golden State,20,Tuesday,1979-11-20,112,Kansas City,KC,Kansas City,3,11,False,0,1979-80,home,1979
206,107,Utah,20,Tuesday,1979-11-20,119,Cleveland,Cle,Cleveland,12,11,False,0,1979-80,home,1979
207,118,Philadelphia,20,Tuesday,1979-11-20,114,San Antonio,SA,Philadelphia,4,11,False,0,1979-80,away,1979
208,105,Detroit,20,Tuesday,1979-11-20,109,Atlanta,Atl,Atlanta,4,11,False,0,1979-80,home,1979
209,124,Denver,20,Tuesday,1979-11-20,91,Chicago,Chi,Denver,33,11,False,0,1979-80,away,1979
210,125,Houston,20,Tuesday,1979-11-20,130,New York,NY,New York,5,11,True,1,1979-80,home,1979
211,93,Atlanta,21,Wednesday,1979-11-21,96,Milwaukee,Mil,Milwaukee,3,11,False,0,1979-80,home,1979
212,103,New Jersey,21,Wednesday,1979-11-21,111,Boston,Bos,Boston,8,11,False,0,1979-80,home,1979
213,110,LA Lakers,21,Wednesday,1979-11-21,119,Seattle,Sea,Seattle,9,11,False,0,1979-80,home,1979
214,108,New York,21,Wednesday,1979-11-21,119,Indiana,Ind,Indiana,11,11,False,0,1979-80,home,1979
215,120,Kansas City,21,Wednesday,1979-11-21,128,Phoenix,Pho,Phoenix,8,11,False,0,1979-80,home,1979
216,94,Philadelphia,21,Wednesday,1979-11-21,97,Houston,Hou,Houston,3,11,False,0,1979-80,home,1979
217,122,Cleveland,21,Wednesday,1979-11-21,103,Was Bullets,WsB,Cleveland,19,11,False,0,1979-80,away,1979
218,93,Utah,21,Wednesday,1979-11-21,98,Detroit,Det,Detroit,5,11,False,0,1979-80,home,1979
219,84,San Diego,21,Wednesday,1979-11-21,105,Denver,Den,Denver,21,11,False,0,1979-80,home,1979
220,117,Milwaukee,22,Thursday,1979-11-22,109,New Jersey,NJ,Milwaukee,8,11,False,0,1979-80,away,1979
221,93,Golden State,22,Thursday,1979-11-22,120,Cleveland,Cle,Cleveland,27,11,False,0,1979-80,home,1979
222,90,Portland,23,Friday,1979-11-23,94,Seattle,Sea,Seattle,4,11,False,0,1979-80,home,1979
223,100,Milwaukee,23,Friday,1979-11-23,119,Detroit,Det,Detroit,19,11,False,0,1979-80,home,1979
224,108,Was Bullets,23,Friday,1979-11-23,128,San Antonio,SA,San Antonio,20,11,False,0,1979-80,home,1979
225,98,Atlanta,23,Friday,1979-11-23,103,Chicago,Chi,Chicago,5,11,False,0,1979-80,home,1979
226,112,LA Lakers,23,Friday,1979-11-23,126,Phoenix,Pho,Phoenix,14,11,False,0,1979-80,home,1979
227,102,Houston,23,Friday,1979-11-23,113,Philadelphia,Phi,Philadelphia,11,11,False,0,1979-80,home,1979
228,107,Kansas City,23,Friday,1979-11-23,91,San Diego,SD,Kansas City,16,11,False,0,1979-80,away,1979
229,103,Indiana,23,Friday,1979-11-23,118,Boston,Bos,Boston,15,11,False,0,1979-80,home,1979
230,113,Cleveland,24,Saturday,1979-11-24,133,New York,NY,New York,20,11,False,0,1979-80,home,1979
231,82,New Jersey,24,Saturday,1979-11-24,91,Philadelphia,Phi,Philadelphia,9,11,False,0,1979-80,home,1979
232,115,Phoenix,24,Saturday,1979-11-24,101,Denver,Den,Phoenix,14,11,False,0,1979-80,away,1979
233,97,Detroit,24,Saturday,1979-11-24,115,Indiana,Ind,Indiana,18,11,False,0,1979-80,home,1979
234,105,Was Bullets,24,Saturday,1979-11-24,103,Houston,Hou,Was Bullets,2,11,False,0,1979-80,away,1979
235,106,Boston,24,Saturday,1979-11-24,101,Atlanta,Atl,Boston,5,11,False,0,1979-80,away,1979
236,106,Golden State,24,Saturday,1979-11-24,101,Chicago,Chi,Golden State,5,11,False,0,1979-80,away,1979
237,87,Phoenix,25,Sunday,1979-11-25,86,Portland,Por,Phoenix,1,11,False,0,1979-80,away,1979
238,90,Golden State,25,Sunday,1979-11-25,114,Milwaukee,Mil,Milwaukee,24,11,False,0,1979-80,home,1979
239,103,New Jersey,25,Sunday,1979-11-25,112,Cleveland,Cle,Cleveland,9,11,False,0,1979-80,home,1979
