id,title,release_year,observed_stars,measured_stars,diff,perc_err,sentiment,sentiment_score,review_url
1228,Take the Lead,2006,3.0,2.0,1.0,0.5,negative,-0.0581607,http://www.rogerebert.com/reviews/take-the-lead-2006
1229,9,2009,3.0,2.0,1.0,0.5,negative,-0.0345231,http://www.rogerebert.com/reviews/9-2009
1230,Side Effects,2013,2.5,2.0,0.5,0.25,negative,-0.109903,http://www.rogerebert.com/reviews/side-effects-2013
1231,The Prince and Me,2004,2.5,1.5,0.5,0.25,negative,-0.156853,http://www.rogerebert.com/reviews/the-prince-and-me-2004
1232,Winnie the Pooh,2011,3.0,2.0,0.5,0.2,positive,0.0719783,http://www.rogerebert.com/reviews/winnie-the-pooh-2011
1234,Get on Up,2014,2.0,1.5,0.0,0.0,negative,-0.174399,http://www.rogerebert.com/reviews/get-on-up-2014
1235,Virtuosity,1995,3.0,2.0,1.0,0.5,negative,-0.077266,http://www.rogerebert.com/reviews/virtuosity-1995
1237,Deliver Us from Evil,2014,1.0,0.5,0.0,0.0,negative,-0.636742,http://www.rogerebert.com/reviews/deliver-us-from-evil-2014
1238,Sanctum,2011,1.5,1.5,0.0,0.0,negative,-0.278224,http://www.rogerebert.com/reviews/sanctum-2011
1239,Little Black Book,2004,3.0,2.0,1.0,0.5,negative,-0.00956429,http://www.rogerebert.com/reviews/little-black-book-2004
1240,Mr 3000,2004,3.0,2.0,1.0,0.5,negative,-0.0815352,http://www.rogerebert.com/reviews/mr-3000-2004
1241,The Next Three Days,2010,2.5,1.0,1.0,0.6666666666666666,negative,-0.411026,http://www.rogerebert.com/reviews/the-next-three-days-2010
1243,Assault on Precinct 13,2005,3.0,1.5,1.5,1.0,negative,-0.311033,http://www.rogerebert.com/reviews/assault-on-precinct-13-2005
1245,Eight Legged Freaks,2002,3.0,1.5,1.0,0.5,negative,-0.17058,http://www.rogerebert.com/reviews/eight-legged-freaks-2002
1248,The Whole Ten Yards,2004,1.0,1.0,-0.5,0.3333333333333333,negative,-0.437443,http://www.rogerebert.com/reviews/the-whole-ten-yards-2004
1251,Pride and Glory,2008,2.0,1.0,0.5,0.3333333333333333,negative,-0.465654,http://www.rogerebert.com/reviews/pride-and-glory-2008
1253,Wicker Park,2004,3.0,2.0,1.0,0.5,negative,-0.0875666,http://www.rogerebert.com/reviews/wicker-park-2004
1254,Fright Night,2011,3.0,2.0,0.5,0.2,positive,0.110032,http://www.rogerebert.com/reviews/fright-night-2011
1255,In Dreams,1999,1.5,1.0,0.0,0.0,negative,-0.417695,http://www.rogerebert.com/reviews/in-dreams-1999
1257,The Last Stand,2013,3.0,2.0,0.5,0.2,positive,0.0430515,http://www.rogerebert.com/reviews/the-last-stand-2013
1258,Chasing Liberty,2004,2.0,1.5,0.5,0.3333333333333333,negative,-0.283614,http://www.rogerebert.com/reviews/chasing-liberty-2004
1260,An Unfinished Life,2005,3.0,2.0,0.5,0.2,positive,0.0573784,http://www.rogerebert.com/reviews/an-unfinished-life-2005
1261,Runner Runner,2013,2.0,2.0,0.0,0.0,negative,-0.102241,http://www.rogerebert.com/reviews/runner-runner-2013
1262,Antitrust,2001,2.0,2.5,-0.5,0.2,positive,0.149177,http://www.rogerebert.com/reviews/antitrust-2001
1263,Glory,1989,3.5,1.5,2.0,1.3333333333333333,negative,-0.327299,http://www.rogerebert.com/reviews/glory-1989
1264,Once Upon a Time in America,1984,4.0,1.0,2.5,1.6666666666666667,negative,-0.466579,http://www.rogerebert.com/reviews/once-upon-a-time-in-america-1984
1271,Machine Gun Preacher,2011,2.0,1.5,0.0,0.0,negative,-0.212703,http://www.rogerebert.com/reviews/machine-gun-preacher-2011
1272,Pitch Perfect 2,2015,2.5,1.0,1.0,0.6666666666666666,negative,-0.367088,http://www.rogerebert.com/reviews/pitch-perfect-2-2015
1273,Walk the Line,2005,3.5,2.5,1.0,0.4,positive,0.135496,http://www.rogerebert.com/reviews/walk-the-line-2005
1276,The Boss,2016,1.5,1.5,0.0,0.0,negative,-0.265848,http://www.rogerebert.com/reviews/the-boss-2016
1277,Mumford,1999,3.5,3.0,0.5,0.16666666666666666,positive,0.333395,http://www.rogerebert.com/reviews/mumford-1999
1278,Seed of Chucky,2004,2.0,1.5,0.0,0.0,negative,-0.152912,http://www.rogerebert.com/reviews/seed-of-chucky-2004
1279,The Jacket,2005,2.0,1.0,0.5,0.3333333333333333,negative,-0.386567,http://www.rogerebert.com/reviews/the-jacket-2005
1280,Aladdin,1992,3.0,2.0,0.5,0.2,positive,0.0706869,http://www.rogerebert.com/reviews/aladdin-1992
1281,Indiana Jones and the Temple of Doom,1984,4.0,2.5,1.0,0.3333333333333333,positive,0.263614,http://www.rogerebert.com/reviews/indiana-jones-and-the-temple-of-doom-1984
1282,The Rugrats Movie,1998,2.0,2.0,-0.5,0.2,positive,0.0866304,http://www.rogerebert.com/reviews/the-rugrats-movie-1998
1283,Along Came a Spider,2001,2.0,1.5,0.5,0.3333333333333333,negative,-0.322636,http://www.rogerebert.com/reviews/along-came-a-spider-2001
1284,Once Upon a Time in Mexico,2003,3.0,2.5,0.5,0.2,positive,0.145416,http://www.rogerebert.com/reviews/once-upon-a-time-in-mexico-2003
1285,Role Models,2008,3.0,1.5,1.0,0.5,negative,-0.168979,http://www.rogerebert.com/reviews/role-models-2008
1286,The Big Short,2015,3.5,1.5,1.5,0.75,negative,-0.171611,http://www.rogerebert.com/reviews/the-big-short-2015
1287,Taking Woodstock,2009,3.0,2.0,1.0,0.5,negative,-0.0742364,http://www.rogerebert.com/reviews/taking-woodstock-2009
1288,Miracle,2004,2.0,1.5,0.0,0.0,negative,-0.12314,http://www.rogerebert.com/reviews/miracle-2004
1289,Dawn of the Dead,2004,3.0,1.5,1.5,1.0,negative,-0.253547,http://www.rogerebert.com/reviews/dawn-of-the-dead-2004
1290,The Wedding Planner,2001,2.0,1.5,0.0,0.0,negative,-0.19474,http://www.rogerebert.com/reviews/the-wedding-planner-2001
1291,Identity,2003,3.0,1.0,1.5,1.0,negative,-0.376666,http://www.rogerebert.com/reviews/identity-2003
1292,Last Vegas,2013,2.5,1.5,1.0,0.6666666666666666,negative,-0.312097,http://www.rogerebert.com/reviews/last-vegas-2013
1293,Serendipity,2001,1.5,1.5,-0.5,0.25,negative,-0.185906,http://www.rogerebert.com/reviews/serendipity-2001
1294,Timecop,1994,2.0,1.0,0.5,0.3333333333333333,negative,-0.380157,http://www.rogerebert.com/reviews/timecop-1994
1295,Zoolander,2001,1.0,1.0,-0.5,0.3333333333333333,negative,-0.333481,http://www.rogerebert.com/reviews/zoolander-2001
1296,Safe Haven,2013,1.5,2.0,-1.0,0.4,positive,0.108032,http://www.rogerebert.com/reviews/safe-haven-2013
1297,Hocus Pocus,1993,1.0,1.5,-1.0,0.5,negative,-0.232359,http://www.rogerebert.com/reviews/hocus-pocus-1993
1298,No Reservations,2007,2.0,1.5,0.0,0.0,negative,-0.11632,http://www.rogerebert.com/reviews/no-reservations-2007
1301,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,3.0,1.5,1.0,0.5,negative,-0.239614,http://www.rogerebert.com/reviews/alexander-and-the-terrible-horrible-no-good-very-bad-day-2014
1302,We Own the Night,2007,3.0,2.0,1.0,0.5,negative,-0.0539603,http://www.rogerebert.com/reviews/we-own-the-night-2007
1303,Lost Souls,2000,2.0,1.0,0.5,0.3333333333333333,negative,-0.384787,http://www.rogerebert.com/reviews/lost-souls-2000
1304,Just My Luck,2006,2.0,1.5,0.0,0.0,negative,-0.11159,http://www.rogerebert.com/reviews/just-my-luck-2006
1305,"Mystery, Alaska",1999,2.5,1.0,1.0,0.6666666666666666,negative,-0.424963,http://www.rogerebert.com/reviews/mystery-alaska-1999
1306,The Spy Next Door,2010,1.5,1.5,0.0,0.0,negative,-0.329477,http://www.rogerebert.com/reviews/the-spy-next-door-2010
1307,A Simple Wish,1997,1.5,1.0,0.0,0.0,negative,-0.449403,http://www.rogerebert.com/reviews/a-simple-wish-1997
1308,Ghosts of Mars,2001,3.0,1.0,1.5,1.0,negative,-0.459359,http://www.rogerebert.com/reviews/ghosts-of-mars-2001
1309,Our Brand Is Crisis,2015,2.5,1.5,1.0,0.6666666666666666,negative,-0.323332,http://www.rogerebert.com/reviews/our-brand-is-crisis-2015
1311,Brick Mansions,2014,2.5,2.0,0.0,0.0,positive,0.080428,http://www.rogerebert.com/reviews/brick-mansions-2014
1314,My Sister's Keeper,2009,3.5,2.0,1.0,0.4,positive,0.0914772,http://www.rogerebert.com/reviews/my-sisters-keeper-2009
1315,A Passage to India,1984,4.0,2.0,1.5,0.6,positive,0.0750876,http://www.rogerebert.com/reviews/a-passage-to-india-1984
1316,Rendition,2007,4.0,1.5,2.0,1.0,negative,-0.140364,http://www.rogerebert.com/reviews/rendition-2007
1319,Kiss the Girls,1997,3.5,2.0,1.0,0.4,positive,0.0162687,http://www.rogerebert.com/reviews/kiss-the-girls-1997
1320,The Blues Brothers,1980,3.0,2.0,0.5,0.2,positive,0.0943853,http://www.rogerebert.com/reviews/the-blues-brothers-1980
1321,The Sisterhood of the Traveling Pants 2,2008,3.0,2.0,1.0,0.5,negative,-0.0788405,http://www.rogerebert.com/reviews/the-sisterhood-of-the-traveling-pants-2-2008
1322,Joyful Noise,2012,1.5,1.5,0.0,0.0,negative,-0.292131,http://www.rogerebert.com/reviews/joyful-noise-2012
1323,Lucky Number Slevin,2006,2.0,1.0,0.5,0.3333333333333333,negative,-0.408299,http://www.rogerebert.com/reviews/lucky-number-slevin-2006
1324,The Right Stuff,1983,4.0,2.5,1.0,0.3333333333333333,positive,0.325867,http://www.rogerebert.com/reviews/the-right-stuff-1983
1325,Dark City,1998,4.0,2.0,1.5,0.6,positive,0.0254941,http://www.rogerebert.com/reviews/dark-city-1998
1326,The Duchess,2008,3.5,2.5,1.0,0.4,positive,0.142698,http://www.rogerebert.com/reviews/the-duchess-2008
1328,Martian Child,2007,2.0,1.5,0.0,0.0,negative,-0.175854,http://www.rogerebert.com/reviews/martian-child-2007
1331,Flawless,1999,3.0,1.5,1.5,1.0,negative,-0.308741,http://www.rogerebert.com/reviews/flawless-1999
1335,Paul Blart: Mall Cop,2009,3.0,2.0,0.5,0.2,positive,0.00930918,http://www.rogerebert.com/reviews/paul-blart-mall-cop-2009
1336,Freaky Friday,2003,3.0,2.5,0.0,0.0,positive,0.307289,http://www.rogerebert.com/reviews/freaky-friday-2003
1338,Shakespeare in Love,1998,4.0,2.5,1.0,0.3333333333333333,positive,0.265321,http://www.rogerebert.com/reviews/shakespeare-in-love-1998
1339,Kindergarten Cop,1990,3.0,2.0,0.5,0.2,positive,0.0324714,http://www.rogerebert.com/reviews/kindergarten-cop-1990
1340,Pineapple Express,2008,3.5,1.5,2.0,1.3333333333333333,negative,-0.278192,http://www.rogerebert.com/reviews/pineapple-express-2008
1342,Open Range,2003,3.5,2.0,1.0,0.4,positive,0.0629139,http://www.rogerebert.com/reviews/open-range-2003
1343,A Bridge Too Far,1977,2.0,1.0,1.0,1.0,negative,-0.523222,http://www.rogerebert.com/reviews/a-bridge-too-far-1977
1344,Red Eye,2005,3.0,2.0,1.0,0.5,negative,-0.000331488,http://www.rogerebert.com/reviews/red-eye-2005
1345,Final Destination 2,2003,1.5,1.5,0.0,0.0,negative,-0.294747,http://www.rogerebert.com/reviews/final-destination-2-2003
1348,Brothers,2009,3.5,1.5,1.5,0.75,negative,-0.117003,http://www.rogerebert.com/reviews/brothers-2009
1349,New Year's Eve,2011,1.0,1.5,-0.5,0.3333333333333333,negative,-0.259999,http://www.rogerebert.com/reviews/new-years-eve-2011
1350,Original Sin,2001,3.0,1.5,1.0,0.5,negative,-0.148689,http://www.rogerebert.com/reviews/original-sin-2001
1351,The Raven,2012,2.0,1.5,0.0,0.0,negative,-0.220102,http://www.rogerebert.com/reviews/the-raven-2012
1354,The Curse of the Jade Scorpion,2001,2.5,1.5,0.5,0.25,negative,-0.241696,http://www.rogerebert.com/reviews/the-curse-of-the-jade-scorpion-2001
1355,Flipper,1996,2.0,1.5,0.5,0.3333333333333333,negative,-0.2544,http://www.rogerebert.com/reviews/flipper-1996
1356,The Constant Gardener,2005,4.0,2.0,1.5,0.6,positive,0.0451978,http://www.rogerebert.com/reviews/the-constant-gardener-2005
1357,Rain Man,1988,3.5,1.5,1.5,0.75,negative,-0.221865,http://www.rogerebert.com/reviews/rain-man-1988
1358,Gran Torino,2008,3.5,1.0,2.0,1.3333333333333333,negative,-0.337457,http://www.rogerebert.com/reviews/gran-torino-2008
1359,W.,2008,4.0,1.0,2.5,1.6666666666666667,negative,-0.489887,http://www.rogerebert.com/reviews/w-2008
1361,Schindler's List,1993,4.0,1.5,2.0,1.0,negative,-0.144148,http://www.rogerebert.com/reviews/schindlers-list-1993
1362,The Help,2011,3.0,2.5,0.0,0.0,positive,0.304388,http://www.rogerebert.com/reviews/the-help-2011
1363,The Fifth Estate,2013,2.0,1.5,0.0,0.0,negative,-0.246041,http://www.rogerebert.com/reviews/the-fifth-estate-2013
1366,Cloverfield,2008,3.0,1.5,1.0,0.5,negative,-0.221852,http://www.rogerebert.com/reviews/cloverfield-2008
1367,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,1.0,1.0,0.0,0.0,negative,-0.520117,http://www.rogerebert.com/reviews/teenage-mutant-ninja-turtles-ii-the-secret-of-the-ooze-1991
1368,The Untouchables,1987,2.5,1.5,0.5,0.25,negative,-0.215965,http://www.rogerebert.com/reviews/the-untouchables-1987
1369,No Country for Old Men,2007,4.0,2.0,2.0,1.0,negative,-0.0955867,http://www.rogerebert.com/reviews/no-country-for-old-men-2007
1370,Ride Along,2014,2.0,2.0,-0.5,0.2,positive,0.0855773,http://www.rogerebert.com/reviews/ride-along-2014
1373,No Strings Attached,2011,2.0,2.0,-0.5,0.2,positive,0.052899,http://www.rogerebert.com/reviews/no-strings-attached-2011
1375,Romeo Must Die,2000,1.5,1.0,0.0,0.0,negative,-0.472154,http://www.rogerebert.com/reviews/romeo-must-die-2000
1376,Final Destination 3,2006,2.0,1.0,0.5,0.3333333333333333,negative,-0.400891,http://www.rogerebert.com/reviews/final-destination-3-2006
1377,The Lucky One,2012,2.5,2.0,0.5,0.25,negative,-0.0756527,http://www.rogerebert.com/reviews/the-lucky-one-2012
1379,Finding Neverland,2004,3.5,2.0,1.5,0.75,negative,-0.0466738,http://www.rogerebert.com/reviews/finding-neverland-2004
1382,Hide and Seek,2005,2.0,1.5,0.5,0.3333333333333333,negative,-0.251392,http://www.rogerebert.com/reviews/hide-and-seek-2005
1383,Anchorman: The Legend of Ron Burgundy,2004,3.0,2.5,0.5,0.2,positive,0.232004,http://www.rogerebert.com/reviews/anchorman-the-legend-of-ron-burgundy-2004
1384,Goodfellas,1990,4.0,2.0,2.0,1.0,negative,-0.0147686,http://www.rogerebert.com/reviews/goodfellas-1990
1385,Agent Cody Banks,2003,2.5,2.0,0.5,0.25,negative,-0.0742265,http://www.rogerebert.com/reviews/agent-cody-banks-2003
1387,Scarface,1983,4.0,1.5,2.0,1.0,negative,-0.173148,http://www.rogerebert.com/reviews/scarface-1983
1388,Nothing to Lose,1997,2.0,1.0,0.5,0.3333333333333333,negative,-0.340482,http://www.rogerebert.com/reviews/nothing-to-lose-1997
1389,Money Talks,1997,3.0,2.0,1.0,0.5,negative,-0.0526468,http://www.rogerebert.com/reviews/money-talks-1997
1391,Rugrats Go Wild,2003,2.0,1.5,0.5,0.3333333333333333,negative,-0.295478,http://www.rogerebert.com/reviews/rugrats-go-wild-2003
1393,The Sisterhood of the Traveling Pants,2005,3.0,3.5,-0.5,0.14285714285714285,positive,0.656032,http://www.rogerebert.com/reviews/the-sisterhood-of-the-traveling-pants-2005
1395,Beauty Shop,2005,3.0,3.0,0.0,0.0,positive,0.349149,http://www.rogerebert.com/reviews/beauty-shop-2005
1396,Million Dollar Arm,2014,2.0,2.0,0.0,0.0,negative,-0.0361942,http://www.rogerebert.com/reviews/million-dollar-arm-2014
1397,The Giver,2014,2.0,2.0,0.0,0.0,negative,-0.0656594,http://www.rogerebert.com/reviews/the-giver-2014
1398,What a Girl Wants,2003,2.0,2.0,0.0,0.0,negative,-0.0857484,http://www.rogerebert.com/reviews/what-a-girl-wants-2003
1400,Good Luck Chuck,2007,1.0,1.5,-1.0,0.5,negative,-0.226946,http://www.rogerebert.com/reviews/good-luck-chuck-2007
1401,Cradle 2 the Grave,2003,2.0,0.5,1.0,1.0,negative,-0.588223,http://www.rogerebert.com/reviews/cradle-2-the-grave-2003
1402,The Hours,2002,3.5,2.0,1.0,0.4,positive,0.033388,http://www.rogerebert.com/reviews/the-hours-2002
1403,She's the Man,2006,3.0,2.5,0.0,0.0,positive,0.262179,http://www.rogerebert.com/reviews/shes-the-man-2006
1405,Anacondas: The Hunt for the Blood Orchid,2004,2.0,1.5,0.0,0.0,negative,-0.239421,http://www.rogerebert.com/reviews/anacondas-the-hunt-for-the-blood-orchid-2004
1408,Tora! Tora! Tora!,1970,1.0,1.0,-0.5,0.3333333333333333,negative,-0.404676,http://www.rogerebert.com/reviews/tora-tora-tora-1970
1410,The Sitter,2011,1.0,1.0,-0.5,0.3333333333333333,negative,-0.403073,http://www.rogerebert.com/reviews/the-sitter-2011
1411,Crocodile Dundee in Los Angeles,2001,2.0,1.5,0.5,0.3333333333333333,negative,-0.277243,http://www.rogerebert.com/reviews/crocodile-dundee-in-los-angeles-2001
1412,The Gambler,2014,2.0,1.0,0.5,0.3333333333333333,negative,-0.384839,http://www.rogerebert.com/reviews/the-gambler-2014
1413,A Lot Like Love,2005,1.0,1.5,-0.5,0.3333333333333333,negative,-0.269854,http://www.rogerebert.com/reviews/a-lot-like-love-2005
1414,Eddie the Eagle,2016,1.5,1.0,0.0,0.0,negative,-0.38745,http://www.rogerebert.com/reviews/eddie-the-eagle-2016
1415,He Got Game,1998,3.5,2.5,1.0,0.4,positive,0.150095,http://www.rogerebert.com/reviews/he-got-game-1998
1416,Dear John,2010,2.0,1.5,0.5,0.3333333333333333,negative,-0.280167,http://www.rogerebert.com/reviews/dear-john-2010
1417,The Losers,2010,3.5,1.5,1.5,0.75,negative,-0.146236,http://www.rogerebert.com/reviews/the-losers-2010
1421,Half Past Dead,2002,0.5,1.0,-1.0,0.6666666666666666,negative,-0.358443,http://www.rogerebert.com/reviews/half-past-dead-2002
1423,"Bright Lights, Big City",1988,3.5,1.0,2.0,1.3333333333333333,negative,-0.399194,http://www.rogerebert.com/reviews/bright-lights-big-city-1988
1424,The Adventures of Pinocchio,1996,2.0,1.5,0.5,0.3333333333333333,negative,-0.28805,http://www.rogerebert.com/reviews/the-adventures-of-pinocchio-1996
1425,The Greatest Game Ever Played,2005,3.0,2.5,0.0,0.0,positive,0.252821,http://www.rogerebert.com/reviews/the-greatest-game-ever-played-2005
1426,The Box,2009,3.0,1.5,1.0,0.5,negative,-0.112139,http://www.rogerebert.com/reviews/the-box-2009
1428,The Next Best Thing,2000,1.0,1.5,-1.0,0.5,negative,-0.205005,http://www.rogerebert.com/reviews/the-next-best-thing-2000
1430,The Girl Next Door,2004,1.5,1.5,-0.5,0.25,negative,-0.211579,http://www.rogerebert.com/reviews/the-girl-next-door-2004
1431,Stealing Harvard,2002,1.0,1.0,-0.5,0.3333333333333333,negative,-0.44368,http://www.rogerebert.com/reviews/stealing-harvard-2002
1432,Legend,2015,1.5,1.5,-0.5,0.25,negative,-0.147535,http://www.rogerebert.com/reviews/legend-2015
1433,Hot Rod,2007,3.0,2.5,0.0,0.0,positive,0.269422,http://www.rogerebert.com/reviews/hot-rod-2007
1435,Draft Day,2014,2.0,1.5,0.0,0.0,negative,-0.229072,http://www.rogerebert.com/reviews/draft-day-2014
1437,Lords of Dogtown,2005,2.0,1.5,0.0,0.0,negative,-0.199556,http://www.rogerebert.com/reviews/lords-of-dogtown-2005
1438,The 33,2015,3.0,3.0,0.0,0.0,positive,0.359866,http://www.rogerebert.com/reviews/the-33-2015
1439,Big Trouble in Little China,1986,2.0,1.5,0.0,0.0,negative,-0.147287,http://www.rogerebert.com/reviews/big-trouble-in-little-china-1986
1440,Gettysburg,1993,3.0,1.0,1.5,1.0,negative,-0.432394,http://www.rogerebert.com/reviews/gettysburg-1993
1442,Abandon,2002,2.5,1.5,0.5,0.25,negative,-0.143686,http://www.rogerebert.com/reviews/abandon-2002
1443,Brokedown Palace,1999,3.0,2.0,0.5,0.2,positive,0.0670803,http://www.rogerebert.com/reviews/brokedown-palace-1999
1444,The Possession,2012,3.5,2.0,1.0,0.4,positive,0.039251,http://www.rogerebert.com/reviews/the-possession-2012
1445,Mrs. Winterbourne,1996,2.5,3.0,-0.5,0.16666666666666666,positive,0.33658,http://www.rogerebert.com/reviews/mrs-winterbourne-1996
1446,Straw Dogs,2011,3.0,1.5,1.0,0.5,negative,-0.247165,http://www.rogerebert.com/reviews/straw-dogs-2011
1449,The Road,2009,3.5,1.5,1.5,0.75,negative,-0.137942,http://www.rogerebert.com/reviews/the-road-2009
1450,Say It Isn't So,2001,1.0,1.5,-0.5,0.3333333333333333,negative,-0.284638,http://www.rogerebert.com/reviews/say-it-isnt-so-2001
1454,Blindness,2008,1.5,1.0,0.0,0.0,negative,-0.485798,http://www.rogerebert.com/reviews/blindness-2008
1456,Where the Truth Lies,2005,3.0,2.0,1.0,0.5,negative,-0.0424548,http://www.rogerebert.com/reviews/where-the-truth-lies-2005
1458,Without Limits,1998,3.0,2.0,0.5,0.2,positive,0.00703969,http://www.rogerebert.com/reviews/without-limits-1998
1460,The Best Offer,2013,1.5,2.0,-0.5,0.25,negative,-0.0156953,http://www.rogerebert.com/reviews/the-best-offer-2013
1461,Bad Lieutenant: Port of Call New Orleans,2009,4.0,1.5,2.0,1.0,negative,-0.124613,http://www.rogerebert.com/reviews/bad-lieutenant-port-of-call-new-orleans-2009
1463,Love Ranch,2010,2.0,1.5,0.5,0.3333333333333333,negative,-0.263965,http://www.rogerebert.com/reviews/love-ranch-2010
1464,The Counselor,2013,2.0,0.5,1.0,1.0,negative,-0.692466,http://www.rogerebert.com/reviews/the-counselor-2013
1469,Scream 2,1997,3.0,1.0,1.5,1.0,negative,-0.35276,http://www.rogerebert.com/reviews/scream-2-1997
1470,Think Like a Man Too,2014,1.5,1.0,0.0,0.0,negative,-0.448355,http://www.rogerebert.com/reviews/think-like-a-man-too-2014
1471,The Whole Nine Yards,2000,3.0,2.5,0.5,0.2,positive,0.134909,http://www.rogerebert.com/reviews/the-whole-nine-yards-2000
1472,Old School,2003,1.0,1.5,-1.0,0.5,negative,-0.248977,http://www.rogerebert.com/reviews/old-school-2003
1473,The Fisher King,1991,2.0,1.5,0.0,0.0,negative,-0.126761,http://www.rogerebert.com/reviews/the-fisher-king-1991
1474,I Still Know What You Did Last Summer,1998,1.0,0.5,0.0,0.0,negative,-0.568002,http://www.rogerebert.com/reviews/i-still-know-what-you-did-last-summer-1998
1475,Return to Me,2000,3.0,3.0,0.0,0.0,positive,0.419028,http://www.rogerebert.com/reviews/return-to-me-2000
1476,Zack and Miri Make a Porno,2008,3.0,1.5,1.0,0.5,negative,-0.140113,http://www.rogerebert.com/reviews/zack-and-miri-make-a-porno-2008
1477,Nurse Betty,2000,3.0,1.5,1.0,0.5,negative,-0.219574,http://www.rogerebert.com/reviews/nurse-betty-2000
1478,The Men Who Stare at Goats,2009,3.5,1.5,1.5,0.75,negative,-0.132181,http://www.rogerebert.com/reviews/the-men-who-stare-at-goats-2009
1479,Win a Date with Tad Hamilton!,2004,3.0,2.0,0.5,0.2,positive,0.0348483,http://www.rogerebert.com/reviews/win-a-date-with-tad-hamilton-2004
1480,Muppets from Space,1999,2.0,1.0,0.5,0.3333333333333333,negative,-0.364905,http://www.rogerebert.com/reviews/muppets-from-space-1999
1481,Ready to Rumble,2000,2.0,1.0,0.5,0.3333333333333333,negative,-0.4248,http://www.rogerebert.com/reviews/ready-to-rumble-2000
1484,Beyond the Sea,2004,3.0,2.0,1.0,0.5,negative,-0.0550642,http://www.rogerebert.com/reviews/beyond-the-sea-2004
1485,Meet the Deedles,1998,1.5,1.5,0.0,0.0,negative,-0.279519,http://www.rogerebert.com/reviews/meet-the-deedles-1998
1487,Faster,2010,2.5,1.5,0.5,0.25,negative,-0.194024,http://www.rogerebert.com/reviews/faster-2010
1488,Zombieland,2009,3.0,2.0,1.0,0.5,negative,-0.0250294,http://www.rogerebert.com/reviews/zombieland-2009
1490,The Waterboy,1998,1.0,1.5,-1.0,0.5,negative,-0.143184,http://www.rogerebert.com/reviews/the-waterboy-1998
1492,Bad Boys,1995,2.0,1.5,0.0,0.0,negative,-0.132685,http://www.rogerebert.com/reviews/bad-boys-1995
1494,Final Destination,2000,3.0,1.5,1.0,0.5,negative,-0.201942,http://www.rogerebert.com/reviews/final-destination-2000
1495,Pitch Black,2000,2.0,1.5,0.0,0.0,negative,-0.213271,http://www.rogerebert.com/reviews/pitch-black-2000
1496,Her,2013,3.5,3.0,0.5,0.16666666666666666,positive,0.362976,http://www.rogerebert.com/reviews/her-2013
1498,Joy Ride,2001,3.5,1.5,1.5,0.75,negative,-0.160614,http://www.rogerebert.com/reviews/joy-ride-2001
1499,Anywhere But Here,1999,3.0,1.5,1.0,0.5,negative,-0.171185,http://www.rogerebert.com/reviews/anywhere-but-here-1999
1501,The Crew,2000,1.5,1.5,0.0,0.0,negative,-0.321074,http://www.rogerebert.com/reviews/the-crew-2000
1503,Jaws: The Revenge,1987,0.0,1.0,-1.5,1.0,negative,-0.383689,http://www.rogerebert.com/reviews/jaws-the-revenge-1987
1504,The Longshots,2008,3.0,2.0,0.5,0.2,positive,0.0459567,http://www.rogerebert.com/reviews/the-longshots-2008
1507,Vanity Fair,2004,4.0,2.0,1.5,0.6,positive,0.036735,http://www.rogerebert.com/reviews/vanity-fair-2004
1509,Spaceballs,1987,2.5,1.5,1.0,0.6666666666666666,negative,-0.321669,http://www.rogerebert.com/reviews/spaceballs-1987
1511,Ghost,1990,2.5,1.5,0.5,0.25,negative,-0.244117,http://www.rogerebert.com/reviews/ghost-1990
1512,There's Something About Mary,1998,3.0,2.0,1.0,0.5,negative,-0.0707246,http://www.rogerebert.com/reviews/theres-something-about-mary-1998
1513,The Santa Clause,1994,2.5,2.0,0.5,0.25,negative,-0.106797,http://www.rogerebert.com/reviews/the-santa-clause-1994
1514,The Rookie,2002,2.0,2.0,-0.5,0.2,positive,0.0868252,http://www.rogerebert.com/reviews/the-rookie-2002
1518,The Net,1995,3.0,2.0,0.5,0.2,positive,0.0446299,http://www.rogerebert.com/reviews/the-net-1995
1519,Son of God,2014,2.0,2.0,-0.5,0.2,positive,0.0507786,http://www.rogerebert.com/reviews/son-of-god-2014
1520,Underworld,2003,2.0,1.0,0.5,0.3333333333333333,negative,-0.491797,http://www.rogerebert.com/reviews/underworld-2003
1521,The Informant!,2009,4.0,1.5,2.0,1.0,negative,-0.113717,http://www.rogerebert.com/reviews/the-informant-2009
1522,Deuce Bigalow: European Gigolo,2005,0.0,0.5,-1.0,1.0,negative,-0.565377,http://www.rogerebert.com/reviews/deuce-bigalow-european-gigolo-2005
1525,Summer of Sam,1999,3.5,1.5,1.5,0.75,negative,-0.200331,http://www.rogerebert.com/reviews/summer-of-sam-1999
1526,Jay and Silent Bob Strike Back,2001,3.0,1.0,1.5,1.0,negative,-0.349725,http://www.rogerebert.com/reviews/jay-and-silent-bob-strike-back-2001
1528,The Glass House,2001,2.0,2.0,0.0,0.0,negative,-0.0957206,http://www.rogerebert.com/reviews/the-glass-house-2001
1529,"Hail, Caesar!",2016,4.0,1.5,2.0,1.0,negative,-0.188062,http://www.rogerebert.com/reviews/hail-caesar-2016
